2018-06-04 18:58:23 [INFO] | | OPEN | HIGH | LOW | CLOSE | LAST PRICE | VAL BUY | VAL SELL |
2018-06-04 18:58:23 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372778.0 | 379598.14 |
2018-06-04 18:58:38 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379588.14 |
2018-06-04 18:59:41 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379587.14 |
2018-06-04 19:00:41 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379550.45 |
2018-06-04 19:01:44 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372778.0 | 379539.45 |
2018-06-04 19:02:43 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379529.45 |
2018-06-04 19:03:44 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379528.45 |
2018-06-04 19:04:47 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379518.45 |
2018-06-04 19:05:48 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372778.0 | 379517.45 |
2018-06-04 19:06:50 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379507.45 |
2018-06-04 19:07:50 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379506.45 |
2018-06-04 19:08:51 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379496.45 |
2018-06-04 19:09:53 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372788.0 | 379495.45 |
2018-06-04 19:10:55 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372798.0 | 379485.45 |
2018-06-04 19:11:57 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372798.0 | 379484.45 |
2018-06-04 19:13:01 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372798.0 | 379473.45 |
2018-06-04 19:14:00 [INFO] | RESUMEN | 387531.57 | 399407.61 | 366001.0 | 372888.0 | 372888.0 | 372798.0 | 379463.45 |
