2018-06-21 14:05:33 [INFO] | | OPEN | HIGH | LOW | CLOSE | LAST PRICE | BUY | SELL |
2018-06-21 14:05:33 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4398979.0 | 4398979.0 |  |  |
2018-06-21 14:06:58 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4310037.0 | 4398979.0 | BUY |  | 
2018-06-21 14:07:35 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4310037.0 | 4310037.0 |  |  | 
2018-06-21 14:09:52 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4398661.79 | 4310037.0 |  |  | 
2018-06-21 14:10:36 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4398661.79 | 4398661.79 |  |  | 
2018-06-21 14:25:53 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4360000.0 | 4398661.79 | BUY |  | 
2018-06-21 14:26:52 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4360000.0 | 4360000.0 |  |  | 
2018-06-21 14:28:34 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350022.0 | 4360000.0 | BUY |  | 
2018-06-21 14:28:50 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350022.0 | 4350022.0 |  |  | 
2018-06-21 14:42:56 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350999.0 | 4350022.0 |  |  | 
2018-06-21 14:43:02 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350999.0 | 4350999.0 |  |  | 
2018-06-21 14:52:49 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350116.0 | 4350999.0 |  |  | 
2018-06-21 14:53:10 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350116.0 | 4350116.0 |  |  | 
2018-06-21 14:53:37 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350020.0 | 4350116.0 |  |  | 
2018-06-21 14:54:11 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350020.0 | 4350020.0 |  |  | 
2018-06-21 14:54:22 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4393999.0 | 4350020.0 |  |  | 
2018-06-21 14:55:12 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4393999.0 | 4393999.0 |  |  | 
2018-06-21 15:04:24 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4311000.0 | 4393999.0 | BUY |  | 
2018-06-21 15:05:20 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4311000.0 | 4311000.0 |  |  | 
2018-06-21 15:20:57 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4386036.1 | 4311000.0 |  |  | 
2018-06-21 15:21:29 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4386036.1 | 4386036.1 |  |  | 
2018-06-21 15:23:01 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4386025.1 | 4386036.1 |  |  | 
2018-06-21 15:23:28 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4386025.1 | 4386025.1 |  |  | 
2018-06-21 15:26:46 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350000.0 | 4386025.1 | BUY |  | 
2018-06-21 15:27:30 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4350000.0 | 4350000.0 |  |  | 
2018-06-21 15:30:18 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4351955.0 | 4350000.0 |  |  | 
2018-06-21 15:30:33 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4351955.0 | 4351955.0 |  |  | 
2018-06-21 15:41:57 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4385000.0 | 4351955.0 |  |  | 
2018-06-21 15:42:42 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4385000.0 | 4385000.0 |  |  | 
2018-06-21 15:57:30 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384989.0 | 4385000.0 |  |  | 
2018-06-21 15:57:54 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384989.0 | 4384989.0 |  |  | 
2018-06-21 16:35:08 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384988.0 | 4384989.0 |  |  | 
2018-06-21 16:35:16 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384988.0 | 4384988.0 |  |  | 
2018-06-21 16:39:45 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384987.0 | 4384988.0 |  |  | 
2018-06-21 16:40:20 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384987.0 | 4384987.0 |  |  | 
2018-06-21 17:09:17 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384988.0 | 4384987.0 |  |  | 
2018-06-21 17:09:34 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384988.0 | 4384988.0 |  |  | 
2018-06-21 17:27:24 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4330030.0 | 4384988.0 | BUY |  | 
2018-06-21 17:27:46 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4330030.0 | 4330030.0 |  |  | 
2018-06-21 17:42:51 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384986.0 | 4330030.0 |  |  | 
2018-06-21 17:42:58 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384986.0 | 4384986.0 |  |  | 
2018-06-21 17:51:51 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340499.0 | 4384986.0 | BUY |  | 
2018-06-21 17:52:02 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340499.0 | 4340499.0 |  |  | 
2018-06-21 17:59:21 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4338000.0 | 4340499.0 |  |  | 
2018-06-21 18:00:10 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4338000.0 | 4338000.0 |  |  | 
2018-06-21 18:01:49 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4338001.0 | 4338000.0 |  |  | 
2018-06-21 18:02:11 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4338001.0 | 4338001.0 |  |  | 
2018-06-21 18:31:56 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384986.0 | 4338001.0 |  |  | 
2018-06-21 18:32:31 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4384986.0 | 4384986.0 |  |  | 
2018-06-21 18:53:35 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340022.0 | 4384986.0 | BUY |  | 
2018-06-21 18:53:42 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340022.0 | 4340022.0 |  |  | 
2018-06-21 19:12:15 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4383999.0 | 4340022.0 |  |  | 
2018-06-21 19:12:56 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4383999.0 | 4383999.0 |  |  | 
2018-06-21 19:32:46 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340022.0 | 4383999.0 | BUY |  | 
2018-06-21 19:33:09 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4340022.0 | 4340022.0 |  |  | 
2018-06-21 19:41:51 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4354000.0 | 4340022.0 |  |  | 
2018-06-21 19:42:17 [INFO] | RESUMEN | 4349298.0 | 4399999.0 | 4295000.0 | 4354000.0 | 4354000.0 |  |  | 
