2018-06-22 22:34:55 [INFO] | | OPEN | HIGH | LOW | CLOSE | LAST PRICE | BUY | SELL |
2018-06-22 22:34:55 [INFO] | RESUMEN | 313717.0 | 313717.0 | 309845.0 | 309845.0 | 309845.0 |  |  |
2018-06-22 23:24:47 [INFO] | RESUMEN | 327769.0 | 328000.0 | 327769.0 | 328000.0 | 309845.0 |  | SELL | 
2018-06-22 23:25:27 [INFO] | RESUMEN | 327769.0 | 328000.0 | 327769.0 | 328000.0 | 328000.0 |  |  | 
2018-06-22 23:30:16 [INFO] | RESUMEN | 328000.0 | 328000.0 | 328000.0 | 328000.0 | 328000.0 |  |  | 
2018-06-22 23:35:48 [INFO] | RESUMEN | 313740.0 | 313740.0 | 300020.0 | 300020.0 | 328000.0 | BUY |  | 
2018-06-22 23:36:41 [INFO] | RESUMEN | 313740.0 | 313740.0 | 300020.0 | 300020.0 | 300020.0 |  |  | 
2018-06-23 00:25:43 [INFO] | RESUMEN | 313740.0 | 313740.0 | 300020.0 | 300020.0 | 313741.0 |  |  | 
2018-06-23 00:25:46 [INFO] | RESUMEN | 313746.0 | 313746.0 | 313741.0 | 313741.0 | 313741.0 |  | SELL | 
2018-06-23 01:00:01 [INFO] | RESUMEN | 313750.0 | 313750.0 | 313741.0 | 313741.0 | 313741.0 |  | SELL | 
2018-06-23 01:00:07 [INFO] | RESUMEN | 313741.0 | 313741.0 | 313741.0 | 313741.0 | 313741.0 |  |  | 
2018-06-23 02:31:28 [INFO] | RESUMEN | 313741.0 | 313741.0 | 302000.0 | 302000.0 | 313741.0 | BUY |  | 
2018-06-23 02:32:08 [INFO] | RESUMEN | 313741.0 | 313741.0 | 302000.0 | 302000.0 | 302000.0 |  |  | 
2018-06-23 02:56:13 [INFO] | RESUMEN | 302000.0 | 302000.0 | 300100.0 | 300100.0 | 302000.0 | BUY |  | 
2018-06-23 02:56:33 [INFO] | RESUMEN | 302000.0 | 302000.0 | 300100.0 | 300100.0 | 300100.0 |  |  | 
2018-06-23 03:48:21 [INFO] | RESUMEN | 313932.0 | 316000.0 | 313932.0 | 316000.0 | 300100.0 |  | SELL | 
2018-06-23 03:48:33 [INFO] | RESUMEN | 313932.0 | 316000.0 | 313932.0 | 316000.0 | 316000.0 |  |  | 
