2018-06-17 15:45:01 [INFO] | | OPEN | HIGH | LOW | CLOSE | LAST PRICE | BUY | SELL |
2018-06-17 15:45:01 [INFO] | RESUMEN | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 |  |  |
2018-06-17 15:45:03 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 329898.0 | 329898.0 |  | SELL | 
2018-06-17 16:34:57 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323000.0 | 329898.0 |  | SELL | 
2018-06-17 16:35:24 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323000.0 | 323000.0 |  |  | 
2018-06-17 17:12:10 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323411.9 | 323000.0 |  | SELL | 
2018-06-17 17:13:05 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323411.9 | 323411.9 |  |  | 
2018-06-17 19:01:47 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323000.0 | 323411.9 |  | SELL | 
2018-06-17 19:01:55 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 323000.0 | 323000.0 |  |  | 
2018-06-17 19:05:24 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 317000.0 | 323000.0 |  | SELL | 
2018-06-17 19:06:01 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 317000.0 | 317000.0 |  |  | 
2018-06-17 19:46:28 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 321930.0 | 317000.0 |  | SELL | 
2018-06-17 19:46:42 [INFO] | RESUMEN | 317000.0 | 329898.0 | 317000.0 | 321930.0 | 321930.0 |  |  | 
2018-06-17 21:04:34 [INFO] | RESUMEN | 320744.53 | 324904.2 | 320744.53 | 324904.2 | 321930.0 |  | SELL | 
2018-06-17 21:05:01 [INFO] | RESUMEN | 320744.53 | 324904.2 | 320744.53 | 324904.2 | 324904.2 |  |  | 
2018-06-17 21:26:02 [INFO] | RESUMEN | 320744.53 | 324904.2 | 308150.0 | 308150.0 | 324904.2 |  | SELL | 
2018-06-17 21:26:23 [INFO] | RESUMEN | 320744.53 | 324904.2 | 308150.0 | 308150.0 | 308150.0 |  |  | 
